esriid,TotPop,pctAge0_4,pctAge5_9,pctAge10_14,pctAge15_19,pctAge20_24,pctAge25_34,pctAge35_44,pctAge45_54,pctAge55_59,pctAge60_64,pctAge65_74,pctAge75_84,pctOver85,pctOver5,pctOver15,pctUnder18,pctOver18,pctOver21,pctOver25,pctOver62,pctOver65,pctMales,pctOver18Males,pctFemales,pctOver18Females,pctHispanicPop,pctNonHispWhite,pctNonHispBlack,pctNonHispAmInd,pctNonHispAsian,pctNonHispHawnPI
  ,Total population ,pctAge0_4,pctAge5_9,pctAge10_14,pctAge15_19,pctAge20_24,pctAge25_34,pctAge35_44,pctAge45_54,pctAge55_59,pctAge60_64,pctAge65_74,pctAge75_84,pctOver85,pctOver5,pctOver15,pctUnder18,pctOver18,pctOver21,pctOver25,pctOver62,pctOver65,pctMales ,pctOver18Males,pctFemales ,pctOver18Females,pctHispanicPop ,pctNonHispWhite ,pctNonHispBlack ,pctNonHispAmInd ,pctNonHispAsian ,pctNonHispHawnPI
10028,46169,4.5,4.1,3.4,2.3,4.4,24.9,14.3,11.5,6.9,5.2,10.2,5.9,2.3,95.5,88.1,13.8,86.2,85.5,81.3,21.6,18.4,44.3,84.8,55.7,87.3,4.7,84.5,1.1,0.1,7.1,0.4
10029,77857,5.1,5.3,6.5,7.8,8.9,19,12.7,11.9,5.1,5.3,6.3,4.2,1.9,94.9,83.2,21.2,78.8,73.4,66.5,15.4,12.4,46.5,75,53.5,82,48.2,15.1,25.6,0,8.6,0.1
10030,29530,6.8,5,5.9,6,8.5,19.8,13.9,14.6,5.7,4.4,5.5,2.6,1.3,93.2,82.4,20.7,79.3,75.4,67.9,12.1,9.4,47.4,78.7,52.6,79.8,22.1,7.4,65.2,0.5,2.2,0
10031,58912,5.2,4.6,5.1,5.8,10.5,21.3,13.9,13.2,5.2,4.4,6.2,3.1,1.4,94.8,85,18.2,81.8,77.4,68.7,13.2,10.6,47.4,80.7,52.6,82.7,53.3,14.1,26.9,0.2,2.4,0
10032,59069,5.6,4.6,4.1,5.7,10.4,20.4,14.1,11.8,5.6,5.2,6.8,3.3,2.3,94.4,85.7,17.5,82.5,78.7,69.6,14.7,12.4,49.6,82.1,50.4,83,66.7,11.9,15.9,0,3.3,0
10033,60520,6.3,4.5,4.1,5.5,9.7,18.1,15.3,14.1,6.4,4.7,6.3,3.9,1.2,93.7,85.2,17.6,82.4,78.1,70,13.6,11.4,52.7,82.1,47.3,82.8,69.3,21.8,4.5,0,2.6,0
10034,42672,6.4,4.8,5.7,5.9,7.4,17.3,15.6,13.3,6.9,6.4,6.1,2.8,1.4,93.6,83.1,19.7,80.3,75.8,69.8,13.9,10.3,48.9,79.7,51.1,80.8,76.1,15.9,4.5,0,1.7,0
10035,34760,6.8,5.3,5.2,6,9.3,17.9,13.7,14,6,4.3,6.3,3.3,2,93.2,82.7,20.8,79.2,75.5,67.5,14.1,11.6,48.6,78.2,51.4,80.2,45.5,10.8,37.2,0,4.4,0
10036,24127,2.8,1.4,0.5,2.2,9.7,29.2,17.8,14.1,6.6,5.7,6.2,2.8,1.1,97.2,95.4,6.2,93.8,91.2,83.5,13.1,10.1,58.4,93.8,41.6,93.9,17,56.7,6.8,0.1,16.5,0
10037,18041,5.9,4.4,6.4,4.7,7.3,18.5,12.7,12.2,7.2,4.5,7.8,4.6,3.7,94.1,83.4,19.5,80.5,77.5,71.4,18.8,16.1,42.8,74.7,57.2,84.9,21.6,6,66.1,0,3.1,0
10038,20997,4.1,2.7,2.7,7.1,10.3,26.2,13.7,10.2,4,5.5,6.1,4.5,3,95.9,90.5,11.5,88.5,82.2,73.1,17,13.6,46.5,87.8,53.5,89.1,16.3,41.8,5.5,1.6,33.1,0
10039,25952,7.7,6.4,7.4,6.3,9,17,13.6,14,5.3,3.1,4.8,3.8,1.6,92.3,78.5,25.4,74.6,71.2,63.3,11.9,10.2,44.8,70.8,55.2,77.7,31.3,6.1,57.9,0.4,2.3,0
10040,45278,5.3,4.2,4.3,5.5,9.4,18.6,12.1,14.5,5.6,6.2,7.5,4,2.8,94.7,86.2,17.1,82.9,78.8,71.3,17.9,14.3,47,81.1,53,84.5,71.2,19.7,5.5,0.1,2.3,0
10044,12050,6.2,1.7,2.9,3.8,8.4,19.8,15.3,13.1,5.2,4.9,9.7,6,3,93.8,89.2,13.4,86.6,84.2,77,21.1,18.7,48.1,86.5,51.9,86.6,15.7,44.2,13.6,0,22.7,0
10065,31761,5.9,4.1,2.3,1.3,5,23.5,17.3,11.8,5,4.2,10.7,6,2.9,94.1,87.7,13.3,86.7,85.8,81.4,22,19.5,42.7,84,57.3,88.7,5.5,82.4,2.9,0.1,7.2,0
10069,5523,8.3,4.9,2.4,1.4,1.6,27.1,27.7,10.7,7.5,2.5,3.9,1.3,0.5,91.7,84.4,16.7,83.3,82.9,81.3,6.6,5.7,52.8,78.2,47.2,89.1,2.3,74.1,2.8,0,18.4,0
10075,24377,4,2.6,3.9,2.2,2.9,22.5,14.9,10.1,7,9.1,11.4,6.3,3,96,89.5,12.1,87.9,86.8,84.4,25.7,20.8,40.8,88.3,59.2,87.6,7.6,83.6,0.9,0.2,5.6,0
10103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110,1,0,0,0,0,0,0,0,100,0,0,0,0,0,100,100,0,100,100,100,0,0,0,,100,100,0,100,0,0,0,0
10111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10128,62447,5.3,4.5,3.6,3,5.6,22.5,14.9,13,5.8,6,8.4,5.5,2.2,94.7,86.7,15.4,84.6,83.2,78.1,19.6,16,42.4,83.7,57.6,85.3,10.9,72.7,3.7,0,10.2,0
10152,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10153,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162,1252,18,10.7,2.9,0,0,14.2,19,19.4,4.2,0,5.6,6.1,0,82,68.5,31.5,68.5,68.5,68.5,11.7,11.7,55.7,78.6,44.3,55.7,14,80.9,0,0,5.1,0
10165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10171,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10172,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10280,8817,8.6,5.9,2.4,2.2,4.2,21.2,23.6,14.1,5.3,4.1,6.5,1.6,0,91.4,83,18.4,81.6,80.6,76.5,11.1,8.1,46.3,82,53.7,81.3,11.9,63.5,0.9,0,19.7,0
10282,5903,17.3,7.2,3,1.7,1.6,25.1,24,10.8,0.9,2.8,1.5,2.7,1.5,82.7,72.6,29.1,70.9,70.3,69.3,7.3,5.7,55,62.7,45,80.9,10.5,71,1.1,0,12.5,0
10301,39367,7.5,6.4,6.7,7.9,8.7,12.4,13.6,13.7,6.2,5.5,5.7,3.7,2,92.5,79.4,24.2,75.8,69.7,62.9,14.8,11.4,50.1,74.9,49.9,76.7,27.6,40.4,23.2,0,5.2,0
10302,18043,7.2,7.8,5.9,7.6,6.9,16.6,12.1,13.9,6.6,5.1,4.5,3.9,1.8,92.8,79.1,25.6,74.4,70,64.5,12.5,10.2,49.1,75.6,50.9,73.3,38.9,32.7,18.7,0,6.4,0
10303,24348,7.1,7,7.7,7.8,8.6,14.6,13.1,15.5,6,4.8,5.2,1.9,0.7,92.9,78.3,27.2,72.8,68.4,61.8,10.2,7.8,46.6,71.4,53.4,74,38.5,18.3,34.3,0,7.5,0
10304,41864,6.9,6.8,6.5,7.3,8.2,14.3,11.8,13.6,6.2,5.2,7.3,3.8,2.1,93.1,79.8,24.7,75.3,71,64.3,16.1,13.2,46.6,73.3,53.4,77.1,27.4,34.3,25.2,0.5,10.4,0
10305,41471,5.7,6.2,5.6,5,6.7,13.3,15.1,14.8,6.4,6.4,8,4.2,2.6,94.3,82.5,20.7,79.3,75.7,70.7,18.4,14.7,47.8,79,52.2,79.6,14.4,68.2,3.4,0.1,11.9,0
10306,54888,5,5.5,7,6.2,5.7,11.9,13,16.2,6.8,6.1,8.7,5.4,2.4,95,82.5,21.7,78.3,75.2,70.6,19.8,16.6,47.4,76.1,52.6,80.4,13,77.9,2.8,0,5.4,0
10307,15006,5,7.1,9.2,7.2,7.7,9.1,14.9,18.8,4.8,4.6,8.5,2.2,0.8,95,78.8,26,74,69.4,63.8,14.2,11.5,49.4,73.8,50.6,74.2,8.4,86.7,0.1,0.1,3.9,0
10308,29805,5,6,5,5.8,6.2,12.9,13.1,16.6,7.6,6.1,9,4.6,2.3,95,84,19.3,80.7,76.9,72,19.6,15.8,48.8,77.9,51.2,83.3,10.5,84.6,0.1,0.2,4,0
10309,33382,5.5,7.8,6.3,6,6.7,13,15.6,15.3,7.4,6.1,7.2,2,1.1,94.5,80.4,24,76,73.3,67.7,13.6,10.3,50.7,75.1,49.3,76.9,11,83,1.6,0.2,3.6,0
10310,24719,6.1,7.3,8.3,8.4,8,13.4,12.8,15.5,6.2,5.2,4.8,2.5,1.7,93.9,78.3,26.4,73.6,67.7,62,12.1,8.9,49.8,72,50.2,75.2,28.8,39.5,24.5,0,5.6,0
10311,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10312,61105,5.3,5,6.9,6.5,6.7,11.6,13.6,14.2,7.7,7.9,9.5,4.1,1.1,94.7,82.9,21.3,78.7,75.2,69.8,19.7,14.8,49.3,77.3,50.7,80,8.9,84.2,0.8,0,5.2,0
